F3,F1,Fz,F2,F4,FFC5h,FFC3h,FFC1h,FFC2h,FFC4h,FFC6h,FC5,FC3,FC1,FCz,FC2,FC4,FC6,FTT7h,FCC5h,FCC3h,FCC6h,FTT8h,C5,C3,C1,Cz,C2,C4,C6,TTP7h,CCP5h,CCP3h,CCP1h,CCP2h,CCP4h,CCP6h,TTP8h,CP5,CP3,CP1,CPz,CPP5h,CPP3h,CPP1h,CPP2h,CPP4h,CPP6h,P3,P1,Pz,P2,P4,PPO1h,PPO2h
-7.843004549,-4.235408531,-4.513336322,-0.943475237,-11.20573216,-5.93000892,5.685409747,3.074410498,7.870312557,3.244763558,1.794869363,-2.971440607,2.926061286,11.43325824,9.089241066,8.809277171,3.172708693,-0.181698169,0.282832508,6.208336395,12.92123517,2.119617119,-0.252518896,18.92217874,12.91210008,15.10489536,19.33164881,14.32679052,9.459671711,3.285443434,1.393200794,9.70127223,14.70277626,14.62531365,19.43668599,14.10749442,-39.5152357,6.715227986,7.609904605,11.55949341,12.02976935,18.3748559,9.151914163,11.59288373,13.3427512,13.98383925,12.47847975,12.0759402,8.241220367,11.63491097,11.13715826,11.89414019,11.31138157,11.36839,6.35174847
-7.197718092,-4.186613464,-4.65809943,-1.356108568,-10.46145048,-5.722037773,5.672024429,2.75829761,7.407097279,2.598528561,1.651392809,-2.623290304,3.327980617,11.33299234,8.825523552,8.442457771,2.524732394,-0.751481218,1.546920334,7.449949555,13.90670719,2.880703521,-0.508494146,19.34964655,14.3432078,16.03853187,20.33750818,14.58720866,9.906080531,4.468271873,2.282110604,10.15444846,15.00100616,15.66966601,19.22296018,14.14928244,-36.72597832,6.969462236,8.835554056,12.73045472,12.84375199,19.25198578,9.223496965,12.04194952,13.65955233,13.74343836,12.14997289,12.47593154,8.501818727,12.01181324,11.51831407,12.50163463,12.10669434,12.52561306,7.003664345
-7.750619189,-5.101402452,-5.642408805,-2.267653703,-9.838259539,-6.523247142,4.488771078,1.333769392,6.331780571,1.659819201,1.465313799,-3.311498836,2.445354237,10.13236975,7.867384752,7.476194885,1.870607093,-0.763757323,1.523557161,7.7286579,13.9188534,4.187720929,-0.194918811,18.40352432,14.62917291,16.30549271,20.56060746,14.14885394,10.28621844,6.392717035,3.160866093,9.631441956,14.35853585,15.88550477,18.23405942,13.70961462,-34.87879983,6.291938166,9.110367209,13.13887289,13.05822174,19.38645191,8.540687139,11.93010234,13.47638354,13.109493,11.39956403,12.26662066,8.182219761,12.10583785,11.67869246,12.59022217,12.28550643,13.30255467,7.305681453
-9.397079879,-6.795336605,-7.251057365,-3.564358447,-9.714845804,-8.241606262,2.331974327,-0.940885504,4.785674534,0.565339742,1.130810858,-4.991386933,0.382187459,8.02132741,6.313280233,6.017806887,1.300933815,-0.2900797,0.028462251,7.062787313,12.90684233,5.731185337,0.521538673,15.45713811,13.64572169,15.79427559,20.01447102,13.13548801,10.47185251,8.520159999,3.655445515,8.144740724,12.89945439,15.20987928,16.67615382,12.87059211,-34.00695716,5.119338838,8.293465223,12.6830051,12.62842407,18.76348379,7.186497741,11.25994185,12.86859653,12.21721114,10.34487337,11.56884468,7.373900041,12.03212948,11.72961903,12.20078445,11.92652222,13.65406764,7.336149159
-11.90901797,-9.047773949,-9.255631791,-5.134292274,-10.38790221,-10.67416938,-0.490075129,-3.72717138,2.908748825,-0.600565178,0.535831231,-7.471056414,-2.608129953,5.270438934,4.288909936,4.184316121,0.814758244,0.418427621,-2.781051852,5.630013562,10.95009843,7.068285353,1.313966112,10.37008532,11.49190102,14.46878827,18.79774911,11.70533273,10.31044404,10.21214731,3.348110338,5.865688754,10.87906003,13.71612952,14.83664462,11.72169022,-34.04014171,4.06592232,6.446065693,11.41315067,11.61149363,17.49267826,5.348820047,10.12435245,11.98137181,11.21657737,9.095649819,10.54433684,6.212367185,11.88330454,11.77316403,11.43840346,11.18513425,13.62455045,7.192550481
-14.99403066,-11.65133214,-11.46645621,-6.886142047,-11.95741757,-13.55653828,-3.629680727,-6.684168846,0.823881266,-1.811001032,-0.379918239,-10.45535949,-6.169946321,2.173166719,1.941724011,2.097495496,0.332125838,1.004938606,-6.461559007,3.68633766,8.254509956,7.779716418,1.799149819,3.598654219,8.474123547,12.40159406,17.07645632,10.02576824,9.697270947,10.97153878,1.946595001,3.089830397,8.622575858,11.61435209,13.01942475,10.35454922,-35.12329772,3.67495771,3.832289441,9.528035727,10.16151944,15.78655398,3.284728854,8.699922378,10.99478717,10.24113921,7.751299053,9.364679462,4.859918363,11.71335885,11.87937082,10.45672209,10.24901454,13.34278257,6.970793602
-18.34615256,-14.43304477,-13.75514478,-8.748218798,-14.26855759,-16.60982484,-6.766813437,-9.527102576,-1.358239841,-3.072886524,-1.577173248,-13.6049054,-9.910019245,-0.998812737,-0.558098877,-0.107436564,-0.256660876,1.134639659,-10.41717207,1.485511581,5.127209419,7.623285249,1.675961625,-3.902404146,5.04008239,9.787002096,15.06075216,8.258518224,8.635203142,10.63147786,-0.568678468,0.175569579,6.451502352,9.220662489,11.47404991,8.861973209,-36.8559552,4.196841697,0.872640108,7.336277639,8.50557402,13.92568976,1.27269918,7.219727015,10.09013764,9.391003197,6.415223233,8.19323707,3.49358143,11.54233428,12.07852467,9.430894023,9.300873383,12.9914068,6.748785173
-21.67977081,-17.24814564,-16.0428137,-10.65393568,-16.94633849,-19.57109461,-9.65632393,-12.05361269,-3.521725601,-4.395122343,-2.918637606,-16.59494182,-13.46482582,-4.016214714,-3.020110539,-2.277300378,-1.022314621,0.630900776,-14.07030033,-0.785127305,1.927672893,6.642303206,0.851032176,-10.95173081,1.677518243,6.922198019,12.98039067,6.55549475,7.264728257,9.4397044,-3.88656323,-2.528818377,4.62660623,6.89743117,10.34776724,7.338224526,-39.061375,5.496625598,-1.951676606,5.190155513,6.90341465,12.19896572,-0.436990643,5.922493361,9.419657399,8.730799401,5.200402949,7.17301336,2.29005724,11.37878184,12.37476542,8.53708529,8.483709535,12.76546542,6.590587664
-24.7519431,-19.96233021,-18.27058559,-12.5283988,-19.50671308,-22.21094559,-12.1515057,-14.14837803,-5.539756273,-5.761674995,-4.208889399,-19.16410022,-16.55679516,-6.704987437,-5.248542563,-4.253596066,-1.947380062,-0.454668997,-16.99961016,-2.997081135,-0.992702566,5.164274785,-0.521104738,-16.47450955,-1.183160365,4.156641067,11.05680116,5.049921421,5.839948083,7.961230106,-7.43008389,-4.752735863,3.309269569,4.986548612,9.678597783,5.883046106,-41.85289952,7.10138234,-4.210924541,3.412678451,5.599618876,10.84501115,-1.672246414,4.992931439,9.079465749,8.294506232,4.219582115,6.410440565,1.404995605,11.23790852,12.75984907,7.933108942,7.880287748,12.82449818,6.551789054
-27.36983686,-22.43887357,-20.37265524,-14.27617324,-21.50577905,-24.34397648,-14.19634886,-15.76775228,-7.279783727,-7.116475035,-5.253790735,-21.14268717,-19.02678664,-8.945549043,-7.067455767,-5.892865727,-2.923402922,-1.850155801,-18.99982529,-5.035767798,-3.354607882,3.69148907,-2.082446144,-19.7973625,-3.247609313,1.819427202,9.469873694,3.841567893,4.652332636,6.860927021,-10.52234871,-6.342037199,2.545482174,3.732093586,9.408205281,4.592640173,-44.93471338,8.391514293,-5.630425556,2.23107185,4.773849975,10.00556537,-2.364315862,4.519331934,9.095172106,8.091814848,3.568664615,5.962735981,0.950276864,11.14561919,13.21878196,7.727378223,7.512335952,13.24681353,6.670459754
-29.39420696,-24.53167778,-22.2554649,-15.77575112,-22.66772176,-25.83295109,-15.79230719,-16.90843305,-8.611144175,-8.359848272,-5.91647059,-22.45264246,-20.83165101,-10.65822824,-8.345099693,-7.087546232,-3.782987167,-3.147556817,-20.05812749,-6.756482714,-5.001028616,2.733444856,-3.380480254,-20.79872962,-4.396293952,0.148656405,8.329258281,2.982662154,3.936764467,6.654554701,-12.58846209,-7.265199895,2.279242019,3.227054335,9.417982551,3.544283766,-48.19071824,8.85187298,-6.149745933,1.73590989,4.503046036,9.697308051,-2.544414938,4.483001534,9.427633214,8.114784369,3.305959539,5.83694171,0.97201001,11.13473628,13.73862337,7.957056641,7.357385301,14.01063617,6.964746355
-30.75487857,-26.10675967,-23.80790093,-16.90448096,-22.95873185,-26.60897674,-16.96818113,-17.5943337,-9.439084308,-9.376394223,-6.16136779,-23.10233434,-22.01794168,-11.80520918,-9.025827193,-7.79475291,-4.353875413,-3.935964689,-20.266216,-7.958334247,-5.913242309,2.633523615,-4.015014582,-19.857082,-4.671897464,-0.751402883,7.667176039,2.472441759,3.800876103,7.510034114,-13.31497598,-7.580631236,2.387596547,3.406143497,9.573304819,2.785498391,-51.3351621,8.291796361,-5.90937283,1.884258737,4.753017465,9.827485215,-2.32963534,4.767627465,9.980982841,8.333505725,3.428257901,5.980340988,1.430473673,11.22146005,14.29660351,8.578205148,7.365043966,14.99641093,7.426454998
-31.46146059,-27.07960408,-24.9333251,-17.57718367,-22.58370081,-26.69002771,-17.7571709,-17.87277056,-9.741967261,-10.07521069,-6.067510589,-23.16996931,-22.68233609,-12.39568057,-9.149374479,-8.052731011,-4.534010582,-3.951536533,-19.73501353,-8.413110654,-6.200145999,3.436662663,-3.782239139,-17.65897203,-4.240776478,-0.928615996,7.432359517,2.252007389,4.182193214,9.171670759,-12.72687273,-7.393748218,2.71613098,4.064515778,9.750492149,2.319345591,-53.87355762,6.925807483,-5.191689693,2.526071056,5.386121896,10.22431082,-1.888017024,5.198095447,10.61477794,8.686790806,3.860127239,6.279637661,2.198567677,11.38020263,14.84501542,9.462062183,7.466907779,16.00988116,8.007380773
-31.60514698,-27.44308353,-25.57991534,-17.7780941,-21.8991626,-26.18688052,-18.18436141,-17.81227254,-9.586955944,-10.41814012,-5.795673852,-22.77821546,-22.93316737,-12.48915732,-8.843749667,-7.970806912,-4.341685266,-3.181891776,-18.55026556,-7.935043891,-6.059256277,4.860845196,-2.755701606,-14.95101239,-3.335581606,-0.560734442,7.495740547,2.210852819,4.858151462,11.03732351,-11.15769886,-6.823117302,3.108790589,4.914062662,9.853664293,2.099751831,-55.49216779,5.281573791,-4.320874057,3.447369176,6.190243812,10.68216694,-1.390877626,5.599297791,11.17224148,9.082743333,4.470138263,6.588260712,3.088695429,11.54088849,15.31181206,10.41079808,7.595902839,16.83046014,8.617300181
-31.3495642,-27.28465517,-25.76723319,-17.58441873,-21.28458289,-25.29771168,-18.27399959,-17.507426,-9.130092733,-10.44146593,-5.540616308,-22.07883802,-22.86036914,-12.19901909,-8.30454903,-7.70677167,-3.917804631,-1.873349567,-16.78701817,-6.476799964,-5.720471079,6.387172635,-1.267911186,-12.3262414,-2.199991117,0.100987762,7.685526771,2.215989236,5.517391143,12.36697078,-9.118589671,-5.972224704,3.433391242,5.658467365,9.813447386,2.039509941,-55.86174148,3.993910473,-3.551879914,4.425054585,6.929707167,11.01817468,-0.974426834,5.842211445,11.50891445,9.413297238,5.102194847,6.759967938,3.898343148,11.60504911,15.6094669,11.2089383,7.701366221,17.26872435,9.14917484
-30.89198184,-26.7690828,-25.58690541,-17.15822027,-21.02047172,-24.26737142,-18.05827473,-17.06666826,-8.581932534,-10.24913425,-5.476280091,-21.22768048,-22.52098271,-11.67550733,-7.748451465,-7.426729483,-3.490711807,-0.458923444,-14.57448682,-4.202414207,-5.391250825,7.421407722,0.185259674,-10.11706688,-1.051105579,0.791090643,7.82578517,2.144384444,5.852986227,12.53136428,-7.130076818,-4.928278989,3.592764951,6.064534917,9.584802271,2.034065008,-55.06887883,3.540678777,-3.007109435,5.268481316,7.395032821,11.1107355,-0.706720007,5.881434481,11.52904467,9.583955272,5.62495455,6.698019482,4.471241306,11.48610717,15.66766709,11.68635574,7.76224935,17.22217712,9.51828836
-30.40974432,-26.09245559,-25.17721561,-16.70503179,-21.21331428,-23.32082706,-17.58172725,-16.59011338,-8.148135784,-9.982366103,-5.706875454,-20.35155303,-21.94578039,-11.07613717,-7.356018285,-7.257419146,-3.302557741,0.581207501,-12.15166839,-1.482337986,-5.206425665,7.489928315,1.097570081,-8.410974815,-0.051352481,1.295426856,7.783888568,1.919555112,5.658121492,11.2210214,-5.576699662,-3.773946428,3.535644828,6.020703273,9.156336326,2.001423817,-53.24855443,4.050162579,-2.655016557,5.851891961,7.456909311,10.92850012,-0.564869654,5.773304116,11.2265774,9.549677625,5.982470278,6.400621954,4.755259899,11.16138203,15.47108054,11.76586642,7.801853099,16.70962889,9.692709567
-30.01841489,-25.43741457,-24.68989095,-16.42331547,-21.78810342,-22.60059356,-16.90758223,-16.15067682,-7.977940252,-9.788308885,-6.254802913,-19.53059667,-21.15675188,-10.53525732,-7.237721057,-7.261644153,-3.529844772,0.878555635,-9.868351525,1.180909607,-5.203528125,6.398851177,1.11313293,-7.156517611,0.70465229,1.501950279,7.520231361,1.54193011,4.889009905,8.546893774,-4.613488052,-2.583937209,3.274570626,5.560710314,8.556960968,1.912347276,-50.5891739,5.260757722,-2.33207032,6.136409911,7.108569819,10.53385443,-0.443188928,5.651772884,10.69394019,9.342013769,6.207733167,5.963904226,4.820601629,10.69994604,15.07868839,11.49667655,7.88290202,15.87236367,9.71724225
-29.7464886,-24.93128827,-24.25075763,-16.4491887,-22.55008496,-22.12549368,-16.11560015,-15.77967023,-8.127860104,-9.785880185,-7.072014858,-18.79031583,-20.18798636,-10.13415525,-7.418277999,-7.435532461,-4.230757189,0.282464102,-8.120553519,3.290975418,-5.333730933,4.290379032,0.124205989,-6.285806855,1.19244371,1.410828408,7.100871519,1.085356198,3.666316547,4.986135953,-4.157930807,-1.419860112,2.88283217,4.846891083,7.864590011,1.80395636,-47.87007527,6.624615608,-1.81683298,6.166326879,6.468772748,10.05248192,-0.185726628,5.682552924,10.10626886,9.074247706,6.40913443,5.557750813,4.837786419,10.25789686,14.62330146,11.05126483,8.091920427,14.94666794,9.711553856
-29.53740453,-24.62186172,-23.93049005,-16.81442265,-23.28015288,-21.78271147,-15.28923849,-15.46844186,-8.550947749,-10.04002475,-8.068280725,-18.09894872,-19.09743507,-9.884737426,-7.840762549,-7.723238809,-5.331262367,-1.111251209,-7.229727618,4.515122231,-5.492437252,1.589374502,-1.711372213,-5.789165348,1.453490109,1.119711234,6.676309691,0.670089818,2.229710436,1.216849623,-3.958979673,-0.320586093,2.481473282,4.116240889,7.207168845,1.772486408,-45.58363877,7.533575316,-0.916935193,6.054506374,5.757473549,9.636703024,0.369331576,6.012695063,9.683745879,8.912563618,6.729728127,5.367613267,5.019242696,10.03790802,14.27772128,10.66762777,8.508409841,14.19840073,9.826135441
-29.2856715,-24.48547777,-23.74141064,-17.44190659,-23.81932366,-21.37236983,-14.50440816,-15.18789139,-9.123814871,-10.55510186,-9.14707605,-17.38776493,-17.96679646,-9.739092396,-8.397399588,-8.049413486,-6.65776187,-3.012427804,-7.30463569,4.790840102,-5.560964077,-1.140237297,-4.031023709,-5.704573538,1.583067943,0.789114164,6.437720685,0.421647927,0.854682029,-2.096635662,-3.690134959,0.71594157,2.223328616,3.610169765,6.741412908,1.935951543,-44.02460716,7.555559021,0.461884127,5.956818474,5.240269935,9.421225702,1.332640164,6.718085141,9.622984274,9.018144058,7.280406904,5.514561923,5.534428588,10.21350748,14.19693617,10.56339962,9.162329373,13.84442719,10.17852167
-28.89088574,-24.45722117,-23.65415145,-18.17574661,-24.11995456,-20.69166117,-13.82463445,-14.91777203,-9.698219908,-11.28383391,-10.2248218,-16.5871088,-16.89031307,-9.618710021,-8.969194446,-8.353142643,-7.996153894,-5.041709337,-8.15774025,4.348282025,-5.451323108,-3.372771157,-6.385126337,-6.039223411,1.710138093,0.589185382,6.548116309,0.419683851,-0.238704234,-4.499191811,-3.051867636,1.73342636,2.252885178,3.504159321,6.609039385,2.38389554,-43.42454504,6.582769956,2.282501666,6.029373612,5.150185645,9.477878463,2.714947786,7.772371241,10.02786524,9.482080177,8.084806897,6.001998009,6.437683238,10.85595514,14.45933967,10.85514155,10.00572539,13.99182538,10.79666892
-28.31239943,-24.47258223,-23.63007123,-18.84015698,-24.24787384,-19.62304022,-13.30254794,-14.67660599,-10.1620517,-12.15075877,-11.24588975,-15.66580101,-15.96136192,-9.458988256,-9.466062522,-8.614746589,-9.156959325,-6.850436671,-9.323192968,3.632864236,-5.135752293,-4.775456643,-8.366171631,-6.679389619,1.965654912,0.647027575,7.072657949,0.662192376,-0.94686585,-5.848451479,-1.84872757,2.799493753,2.660110676,3.852514162,6.884355724,3.132330897,-43.40624101,4.852803362,4.383161851,6.387963107,5.615908464,9.796620222,4.401699187,9.0423461,10.85656073,10.26962789,9.046888707,6.694189,7.626873103,11.88554782,15.01935654,11.49764894,10.89823205,14.59161997,11.58019751
-27.60226529,-24.49942327,-23.65217206,-19.30252384,-24.33798983,-18.20158041,-12.98535074,-14.53642506,-10.48415056,-13.07331656,-12.18087431,-14.66305489,-15.26615281,-9.251238839,-9.852567433,-8.861404877,-10.03242122,-8.216478596,-10.19514586,3.140938982,-4.658773174,-5.298834449,-9.712773014,-7.360759622,2.436804435,1.006242252,7.935601441,1.052890057,-1.309155533,-6.313800682,-0.012654202,3.965276241,3.439946443,4.568769962,7.529985373,4.090243533,-43.60783103,2.821787074,6.513284669,7.067000411,6.602540005,10.2821445,6.155598666,10.30690586,11.90805387,11.20217853,9.959513371,7.344702982,8.854211177,13.06662103,15.70121071,12.27338037,11.62578099,15.43793013,12.30454419
-26.90041593,-24.55080499,-23.73790303,-19.52050091,-24.52538964,-16.6258618,-12.91988218,-14.60840875,-10.72226981,-13.97585671,-13.0070908,-13.69390166,-14.87286504,-9.058530448,-10.14991894,-9.151612415,-10.61387477,-9.074857639,-10.24700206,3.233398809,-4.13249524,-5.15864233,-10.3502729,-7.728654049,3.124417497,1.606562016,8.921504363,1.420080194,-1.48292833,-6.26661221,2.394470698,5.212725136,4.471902673,5.443904949,8.376898407,5.061170629,-43.68605765,0.963621939,8.396602204,7.991003578,7.901497638,10.76818552,7.661051839,11.30444417,12.86263522,11.99496144,10.55857892,7.674781637,9.791109262,14.06572316,16.2423112,12.85416415,11.95299515,16.22371023,12.68604486
